x	y	Fixo	Timestamp
61.452827	83.192096	true	2019-02-07 13:02:04.852
55.019743	82.52444	true	2019-02-07 13:02:04.866
50.308823	82.175352	true	2019-02-07 13:02:04.876
48.217732	81.998983	true	2019-02-07 13:02:04.885
32.619885	81.082854	true	2019-02-07 13:02:04.898
29.300215	79.637318	true	2019-02-07 13:02:04.910
28.276434	79.328871	true	2019-02-07 13:02:04.919
27.762422	79.722648	true	2019-02-07 13:02:04.932
26.907065	80.873662	true	2019-02-07 13:02:04.944
26.875589	80.918219	true	2019-02-07 13:02:04.952
26.825988	80.823666	true	2019-02-07 13:02:04.966
26.554015	80.478823	true	2019-02-07 13:02:04.976
28.57426	82.057745	true	2019-02-07 13:02:04.984
37.394182	92.675327	true	2019-02-07 13:02:04.998
39.866751	95.624084	true	2019-02-07 13:02:05.010
38.594188	94.868623	true	2019-02-07 13:02:05.018
35.775073	92.726364	true	2019-02-07 13:02:05.031
33.301332	90.514743	true	2019-02-07 13:02:05.041
35.523565	92.488299	true	2019-02-07 13:02:05.051
43.017456	97.665986	true	2019-02-07 13:02:05.065
42.29801	97.067864	true	2019-02-07 13:02:05.075
39.613491	94.725834	true	2019-02-07 13:02:05.085
31.375571	89.261742	true	2019-02-07 13:02:05.098
25.686133	91.114273	true	2019-02-07 13:02:05.109
25.606954	91.182938	true	2019-02-07 13:02:05.118
25.605371	91.253065	true	2019-02-07 13:02:05.132
26.445348	91.269686	true	2019-02-07 13:02:05.142
27.465208	91.774369	true	2019-02-07 13:02:05.152
29.143707	92.443851	true	2019-02-07 13:02:05.165
30.967713	92.296978	true	2019-02-07 13:02:05.176
31.259826	92.335726	true	2019-02-07 13:02:05.185
32.540698	92.092728	true	2019-02-07 13:02:05.198
35.036007	92.983905	true	2019-02-07 13:02:05.208
36.866754	94.181033	true	2019-02-07 13:02:05.219
47.807097	100.943351	true	2019-02-07 13:02:05.232
48.122842	101.110032	true	2019-02-07 13:02:05.243
47.428874	100.505765	true	2019-02-07 13:02:05.252
45.802864	99.390964	true	2019-02-07 13:02:05.266
40.673981	97.387403	true	2019-02-07 13:02:05.277
40.321215	97.345923	true	2019-02-07 13:02:05.287
39.244921	98.109119	true	2019-02-07 13:02:05.300
37.125052	98.905917	true	2019-02-07 13:02:05.310
37.189082	99.082516	true	2019-02-07 13:02:05.319
37.133814	102.684621	true	2019-02-07 13:02:05.333
36.260421	100.208304	true	2019-02-07 13:02:05.343
36.046826	100.27318	true	2019-02-07 13:02:05.352
34.083183	101.060432	true	2019-02-07 13:02:05.365
34.924784	101.463102	true	2019-02-07 13:02:05.375
52.138956	104.545387	true	2019-02-07 13:02:05.384
89.202344	112.862435	true	2019-02-07 13:02:05.398
104.287552	115.577172	true	2019-02-07 13:02:05.408
108.380622	116.313497	false	2019-02-07 13:02:05.418
113.437914	123.700544	true	2019-02-07 13:02:05.431
118.358047	123.48078	true	2019-02-07 13:02:05.442
119.372252	123.48653	true	2019-02-07 13:02:05.452
123.167061	122.074624	true	2019-02-07 13:02:05.465
129.983947	121.218968	true	2019-02-07 13:02:05.475
130.070515	121.334423	true	2019-02-07 13:02:05.485
130.777951	121.688908	true	2019-02-07 13:02:05.498
131.225678	121.865059	true	2019-02-07 13:02:05.510
131.304309	121.893292	true	2019-02-07 13:02:05.519
131.956441	122.239699	true	2019-02-07 13:02:05.532
131.864966	122.217936	true	2019-02-07 13:02:05.542
130.347266	122.051891	true	2019-02-07 13:02:05.553
128.954538	122.10831	true	2019-02-07 13:02:05.565
82.574631	108.068938	true	2019-02-07 13:02:05.577
79.861021	107.242326	true	2019-02-07 13:02:05.585
62.556136	105.998542	true	2019-02-07 13:02:05.599
62.092565	106.105291	true	2019-02-07 13:02:05.609
61.583062	106.126739	true	2019-02-07 13:02:05.618
61.364025	104.686315	true	2019-02-07 13:02:05.633
42.672562	94.428554	false	2019-02-07 13:02:05.642
41.488616	93.862576	true	2019-02-07 13:02:05.652
34.153341	90.262097	true	2019-02-07 13:02:05.665
37.237745	92.600548	true	2019-02-07 13:02:05.677
37.934546	92.681653	true	2019-02-07 13:02:05.685
44.464041	94.910851	true	2019-02-07 13:02:05.700
45.522762	95.296462	true	2019-02-07 13:02:05.712
47.00179	96.069154	true	2019-02-07 13:02:05.720
48.478534	97.263313	true	2019-02-07 13:02:05.732
53.769371	97.057509	true	2019-02-07 13:02:05.744
53.989038	97.092044	true	2019-02-07 13:02:05.752
56.401983	98.264652	true	2019-02-07 13:02:05.766
54.676205	99.050558	true	2019-02-07 13:02:05.781
54.584207	98.958951	true	2019-02-07 13:02:05.785
54.056894	97.867398	true	2019-02-07 13:02:05.799
53.821761	98.098826	true	2019-02-07 13:02:05.809
53.827253	98.183364	true	2019-02-07 13:02:05.819
54.083534	98.693608	true	2019-02-07 13:02:05.832
54.085707	99.542747	true	2019-02-07 13:02:05.842
53.887737	99.698189	true	2019-02-07 13:02:05.851
53.09759	99.64274	true	2019-02-07 13:02:05.865
52.926843	99.348548	true	2019-02-07 13:02:05.876
53.069687	99.520363	true	2019-02-07 13:02:05.884
52.623381	100.44702	true	2019-02-07 13:02:05.898
52.586606	101.347687	true	2019-02-07 13:02:05.911
51.539616	100.613639	true	2019-02-07 13:02:05.918
44.646626	96.57155	true	2019-02-07 13:02:05.931
42.391578	95.210643	true	2019-02-07 13:02:05.943
42.144165	95.074978	true	2019-02-07 13:02:05.952
40.18593	91.811526	true	2019-02-07 13:02:05.965
39.701709	91.21571	true	2019-02-07 13:02:05.979
39.669709	91.116598	true	2019-02-07 13:02:05.985
39.221621	91.495583	true	2019-02-07 13:02:05.998
38.733728	91.32236	true	2019-02-07 13:02:06.010
38.562063	91.475437	true	2019-02-07 13:02:06.018
37.376508	91.953725	true	2019-02-07 13:02:06.031
37.516892	92.130917	true	2019-02-07 13:02:06.043
264.418543	93.111615	false	2019-02-07 13:02:06.053
394.891135	94.021888	false	2019-02-07 13:02:06.064
383.600713	97.52375	true	2019-02-07 13:02:06.077
404.662758	103.237071	true	2019-02-07 13:02:06.085
432.041414	110.379308	true	2019-02-07 13:02:06.097
464.513324	114.783526	false	2019-02-07 13:02:06.109
480.8449	116.230471	true	2019-02-07 13:02:06.118
483.836976	115.517662	true	2019-02-07 13:02:06.131
496.628729	118.328009	true	2019-02-07 13:02:06.144
526.89545	123.95516	false	2019-02-07 13:02:06.151
529.889236	124.183323	true	2019-02-07 13:02:06.163
533.041298	121.564648	true	2019-02-07 13:02:06.177
532.558748	124.683841	true	2019-02-07 13:02:06.185
532.567582	124.077833	true	2019-02-07 13:02:06.197
534.26568	122.39045	true	2019-02-07 13:02:06.210
535.401628	121.938878	true	2019-02-07 13:02:06.217
535.543417	121.871954	true	2019-02-07 13:02:06.231
534.486438	121.424631	true	2019-02-07 13:02:06.243
534.23336	121.309433	true	2019-02-07 13:02:06.251
525.783624	124.415955	true	2019-02-07 13:02:06.264
528.79684	123.537492	true	2019-02-07 13:02:06.276
335.268443	134.758326	false	2019-02-07 13:02:06.285
357.069187	133.182848	true	2019-02-07 13:02:06.298
317.537275	134.218822	true	2019-02-07 13:02:06.309
274.459645	131.828395	false	2019-02-07 13:02:06.318
257.552453	131.414457	true	2019-02-07 13:02:06.331
211.684012	118.261211	false	2019-02-07 13:02:06.342
197.586331	117.649033	true	2019-02-07 13:02:06.351
196.524669	116.875659	true	2019-02-07 13:02:06.365
203.466909	124.855668	true	2019-02-07 13:02:06.377
185.652573	123.877291	true	2019-02-07 13:02:06.384
198.780017	140.822025	true	2019-02-07 13:02:06.398
193.373019	132.448559	true	2019-02-07 13:02:06.411
196.464813	135.405223	true	2019-02-07 13:02:06.418
195.512105	133.736768	true	2019-02-07 13:02:06.431
194.967685	133.235656	true	2019-02-07 13:02:06.442
204.12214	148.647217	true	2019-02-07 13:02:06.452
202.492489	144.103353	true	2019-02-07 13:02:06.465
206.747314	146.761956	true	2019-02-07 13:02:06.474
250.301735	146.967973	true	2019-02-07 13:02:06.486
284.599502	143.994303	false	2019-02-07 13:02:06.497
388.551374	146.357044	false	2019-02-07 13:02:06.508
405.965404	147.160243	true	2019-02-07 13:02:06.519
428.169881	147.446442	true	2019-02-07 13:02:06.530
493.670549	145.153884	false	2019-02-07 13:02:06.541
509.436794	144.323482	true	2019-02-07 13:02:06.552
512.704203	144.85453	true	2019-02-07 13:02:06.564
484.724062	141.55798	true	2019-02-07 13:02:06.574
535.811592	142.384104	true	2019-02-07 13:02:06.585
538.072293	139.413387	true	2019-02-07 13:02:06.598
538.974165	135.374747	true	2019-02-07 13:02:06.608
539.094922	135.066398	true	2019-02-07 13:02:06.619
538.570899	136.277226	true	2019-02-07 13:02:06.631
538.693717	136.832419	true	2019-02-07 13:02:06.641
538.844283	136.81925	true	2019-02-07 13:02:06.652
538.564327	136.845287	true	2019-02-07 13:02:06.664
539.954072	136.290499	true	2019-02-07 13:02:06.675
580.415342	131.770743	false	2019-02-07 13:02:06.686
587.126832	130.840307	true	2019-02-07 13:02:06.698
590.455787	129.996078	true	2019-02-07 13:02:06.709
591.936437	129.483034	true	2019-02-07 13:02:06.719
595.977982	128.279872	true	2019-02-07 13:02:06.731
597.886094	127.209484	true	2019-02-07 13:02:06.743
599.148672	126.506555	true	2019-02-07 13:02:06.753
600.728717	125.198853	true	2019-02-07 13:02:06.765
601.002847	125.08432	true	2019-02-07 13:02:06.774
601.415068	124.888438	true	2019-02-07 13:02:06.786
601.291896	124.847472	true	2019-02-07 13:02:06.798
600.399215	123.974566	true	2019-02-07 13:02:06.808
600.117211	123.390946	true	2019-02-07 13:02:06.819
600.596912	120.778726	true	2019-02-07 13:02:06.831
600.770227	120.258132	true	2019-02-07 13:02:06.841
599.761561	120.582377	true	2019-02-07 13:02:06.851
597.692567	116.839402	true	2019-02-07 13:02:06.863
597.956921	117.208462	true	2019-02-07 13:02:06.873
598.270396	115.020288	true	2019-02-07 13:02:06.885
597.772332	112.503644	true	2019-02-07 13:02:06.897
597.201117	110.789158	true	2019-02-07 13:02:06.907
595.548092	107.32845	true	2019-02-07 13:02:06.919
595.55178	104.037398	true	2019-02-07 13:02:06.930
595.69548	106.602647	true	2019-02-07 13:02:06.941
591.385727	103.648879	true	2019-02-07 13:02:06.953
572.284564	97.745912	true	2019-02-07 13:02:06.964
568.361122	94.206811	true	2019-02-07 13:02:06.975
567.314736	93.06245	true	2019-02-07 13:02:06.986
564.740448	89.435553	true	2019-02-07 13:02:07.001
564.346805	88.5267	true	2019-02-07 13:02:07.008
563.886937	87.752538	true	2019-02-07 13:02:07.019
562.944196	86.95874	true	2019-02-07 13:02:07.030
562.577581	84.766367	false	2019-02-07 13:02:07.040
559.712826	82.918584	true	2019-02-07 13:02:07.052
559.393257	81.971145	true	2019-02-07 13:02:07.064
558.762342	81.014788	true	2019-02-07 13:02:07.074
557.983486	79.032777	true	2019-02-07 13:02:07.086
557.570751	77.327205	true	2019-02-07 13:02:07.098
557.134115	76.465213	true	2019-02-07 13:02:07.108
555.977333	74.864186	true	2019-02-07 13:02:07.119
555.841321	74.103202	true	2019-02-07 13:02:07.131
556.075855	72.195614	true	2019-02-07 13:02:07.141
555.99569	70.749721	true	2019-02-07 13:02:07.153
555.784317	68.127799	true	2019-02-07 13:02:07.164
555.802569	67.060727	true	2019-02-07 13:02:07.175
555.714713	65.855864	true	2019-02-07 13:02:07.186
554.345703	63.594556	true	2019-02-07 13:02:07.198
553.231362	63.423281	true	2019-02-07 13:02:07.208
553.156769	62.953884	true	2019-02-07 13:02:07.219
552.895685	62.834513	true	2019-02-07 13:02:07.230
552.627854	62.330085	true	2019-02-07 13:02:07.241
552.347341	62.097078	true	2019-02-07 13:02:07.252
552.725522	59.713251	true	2019-02-07 13:02:07.263
552.69876	59.139314	true	2019-02-07 13:02:07.273
552.869262	59.072469	true	2019-02-07 13:02:07.285
553.541156	56.036458	true	2019-02-07 13:02:07.297
553.967493	54.501595	true	2019-02-07 13:02:07.307
554.094282	53.573413	true	2019-02-07 13:02:07.318
553.605423	54.751381	true	2019-02-07 13:02:07.330
553.150467	55.091927	true	2019-02-07 13:02:07.341
553.465054	54.060626	true	2019-02-07 13:02:07.351
554.052382	53.283381	true	2019-02-07 13:02:07.363
555.159028	53.200895	true	2019-02-07 13:02:07.374
559.918782	53.280657	true	2019-02-07 13:02:07.385
564.420749	52.858501	true	2019-02-07 13:02:07.397
570.510377	52.448278	true	2019-02-07 13:02:07.407
573.984003	51.889608	true	2019-02-07 13:02:07.418
584.288813	51.64097	true	2019-02-07 13:02:07.430
585.011077	51.569545	true	2019-02-07 13:02:07.440
587.342914	51.528568	true	2019-02-07 13:02:07.452
588.271303	51.092111	true	2019-02-07 13:02:07.464
588.884171	50.862612	true	2019-02-07 13:02:07.475
583.398349	60.553525	true	2019-02-07 13:02:07.485
582.268214	62.400788	true	2019-02-07 13:02:07.496
541.200961	99.093173	true	2019-02-07 13:02:07.574
466.5379	156.41536	false	2019-02-07 13:02:07.586
470.631839	149.26583	true	2019-02-07 13:02:07.596
519.314139	92.086395	false	2019-02-07 13:02:07.608
507.239334	105.121065	true	2019-02-07 13:02:07.618
508.6116	106.080405	true	2019-02-07 13:02:07.630
510.686113	106.383415	true	2019-02-07 13:02:07.640
507.242199	110.390826	true	2019-02-07 13:02:07.651
516.19277	101.992624	true	2019-02-07 13:02:07.662
533.724232	85.400749	true	2019-02-07 13:02:07.673
561.477068	60.403116	false	2019-02-07 13:02:07.684
561.29528	60.766029	true	2019-02-07 13:02:07.696
561.997671	60.597617	true	2019-02-07 13:02:07.707
561.500648	59.898944	true	2019-02-07 13:02:07.719
560.57029	58.077454	true	2019-02-07 13:02:07.730
560.85152	58.173054	true	2019-02-07 13:02:07.742
560.45032	57.7225	true	2019-02-07 13:02:07.752
560.858416	56.053003	true	2019-02-07 13:02:07.764
560.535747	55.754451	true	2019-02-07 13:02:07.774
560.106062	55.794957	true	2019-02-07 13:02:07.786
560.13509	56.20413	true	2019-02-07 13:02:07.797
560.073943	55.749234	true	2019-02-07 13:02:07.808
559.975176	55.566249	true	2019-02-07 13:02:07.819
559.849198	55.449655	true	2019-02-07 13:02:07.830
558.936593	55.122007	true	2019-02-07 13:02:07.840
558.649715	54.948053	true	2019-02-07 13:02:07.852
557.882032	55.40929	true	2019-02-07 13:02:07.863
558.040273	56.759213	true	2019-02-07 13:02:07.874
558.078128	56.784401	true	2019-02-07 13:02:07.885
558.759816	56.91714	true	2019-02-07 13:02:07.897
559.282739	56.787245	true	2019-02-07 13:02:07.907
558.610906	56.698953	true	2019-02-07 13:02:07.919
558.132964	56.048754	true	2019-02-07 13:02:07.930
557.070275	54.050461	true	2019-02-07 13:02:07.941
536.973273	51.025052	true	2019-02-07 13:02:07.952
535.456582	50.759416	true	2019-02-07 13:02:07.964
534.44985	50.192086	true	2019-02-07 13:02:07.974
533.751008	49.980157	true	2019-02-07 13:02:07.985
532.616108	49.948243	true	2019-02-07 13:02:07.996
531.733272	50.174259	true	2019-02-07 13:02:08.007
528.998788	48.120616	true	2019-02-07 13:02:08.017
531.499471	46.880556	true	2019-02-07 13:02:08.029
531.46104	46.210755	true	2019-02-07 13:02:08.040
531.544527	46.182184	true	2019-02-07 13:02:08.051
531.455175	45.843674	true	2019-02-07 13:02:08.063
531.395936	46.550211	true	2019-02-07 13:02:08.073
532.107357	46.228064	true	2019-02-07 13:02:08.084
532.536016	45.79261	true	2019-02-07 13:02:08.097
531.676318	45.771916	true	2019-02-07 13:02:08.106
444.708381	56.441895	false	2019-02-07 13:02:08.118
443.027176	47.204353	true	2019-02-07 13:02:08.130
422.08446	50.553312	true	2019-02-07 13:02:08.140
397.620698	54.212054	true	2019-02-07 13:02:08.151
360.350834	58.111827	false	2019-02-07 13:02:08.162
334.61961	60.830961	true	2019-02-07 13:02:08.173
299.288262	62.789645	false	2019-02-07 13:02:08.185
242.389549	68.621983	false	2019-02-07 13:02:08.197
151.38388	77.761023	false	2019-02-07 13:02:08.210
131.67294	80.372451	true	2019-02-07 13:02:08.218
129.396234	80.223055	true	2019-02-07 13:02:08.230
127.768255	79.360239	true	2019-02-07 13:02:08.240
127.349753	78.9991	true	2019-02-07 13:02:08.251
127.171399	79.226424	true	2019-02-07 13:02:08.264
125.53549	79.166565	true	2019-02-07 13:02:08.273
125.144466	79.007267	true	2019-02-07 13:02:08.286
122.80954	77.560511	true	2019-02-07 13:02:08.297
85.320785	66.959786	false	2019-02-07 13:02:08.307
86.390023	67.152712	true	2019-02-07 13:02:08.317
70.023067	57.409697	true	2019-02-07 13:02:08.330
68.62414	56.500754	true	2019-02-07 13:02:08.340
71.999622	56.88507	true	2019-02-07 13:02:08.350
72.076201	56.659344	true	2019-02-07 13:02:08.364
71.670239	56.277931	true	2019-02-07 13:02:08.373
68.126483	59.060798	true	2019-02-07 13:02:08.383
68.489817	61.319888	true	2019-02-07 13:02:08.396
69.236199	63.468672	true	2019-02-07 13:02:08.406
70.797113	64.89284	true	2019-02-07 13:02:08.417
70.664883	64.711304	true	2019-02-07 13:02:08.430
71.044824	65.161063	true	2019-02-07 13:02:08.440
69.541198	68.806176	true	2019-02-07 13:02:08.450
69.952825	69.361995	true	2019-02-07 13:02:08.462
69.648506	70.131158	true	2019-02-07 13:02:08.474
70.27589	69.887554	true	2019-02-07 13:02:08.483
70.24444	69.905566	true	2019-02-07 13:02:08.496
69.618673	70.808478	true	2019-02-07 13:02:08.506
68.956465	71.050725	true	2019-02-07 13:02:08.517
68.133171	72.104153	true	2019-02-07 13:02:08.530
67.112049	71.620216	true	2019-02-07 13:02:08.540
66.998306	72.884745	true	2019-02-07 13:02:08.551
63.38331	70.750606	true	2019-02-07 13:02:08.563
62.618427	70.226963	true	2019-02-07 13:02:08.574
62.602943	70.695074	true	2019-02-07 13:02:08.585
59.324051	71.964812	true	2019-02-07 13:02:08.597
59.979689	71.215729	true	2019-02-07 13:02:08.607
59.689256	71.942888	true	2019-02-07 13:02:08.618
59.602878	72.087596	true	2019-02-07 13:02:08.632
59.400503	71.17535	true	2019-02-07 13:02:08.641
59.887273	70.959183	true	2019-02-07 13:02:08.652
60.91248	73.315374	true	2019-02-07 13:02:08.663
65.235041	76.442664	true	2019-02-07 13:02:08.673
66.180536	76.164512	true	2019-02-07 13:02:08.684
67.812672	76.561086	true	2019-02-07 13:02:08.696
68.548373	76.090263	true	2019-02-07 13:02:08.708
71.044932	76.923676	true	2019-02-07 13:02:08.716
74.522739	77.665875	true	2019-02-07 13:02:08.729
81.740612	77.603246	true	2019-02-07 13:02:08.739
95.460919	74.105476	true	2019-02-07 13:02:08.750
97.426574	73.017507	true	2019-02-07 13:02:08.762
97.57567	72.792949	true	2019-02-07 13:02:08.772
98.727368	72.462114	true	2019-02-07 13:02:08.785
98.835243	72.401728	true	2019-02-07 13:02:08.796
101.260595	72.418172	true	2019-02-07 13:02:08.807
108.561295	69.173797	true	2019-02-07 13:02:08.817
106.762664	67.898629	true	2019-02-07 13:02:08.830
107.16212	67.767853	true	2019-02-07 13:02:08.839
107.827124	68.269213	true	2019-02-07 13:02:08.852
108.866246	68.344781	true	2019-02-07 13:02:08.863
109.403026	68.249002	true	2019-02-07 13:02:08.873
110.745829	68.256479	true	2019-02-07 13:02:08.883
110.114504	68.355401	true	2019-02-07 13:02:08.896
109.299008	68.863248	true	2019-02-07 13:02:08.906
110.347899	70.714008	true	2019-02-07 13:02:08.917
118.686712	74.299468	true	2019-02-07 13:02:08.929
167.683384	71.992427	false	2019-02-07 13:02:08.940
298.150432	64.887539	false	2019-02-07 13:02:08.951
402.990062	55.62908	false	2019-02-07 13:02:08.962
440.262906	52.456097	true	2019-02-07 13:02:08.974
466.393655	50.250278	false	2019-02-07 13:02:08.984
494.548695	51.462484	true	2019-02-07 13:02:08.996
498.623229	52.812784	true	2019-02-07 13:02:09.006
518.269617	52.726455	false	2019-02-07 13:02:09.017
519.529005	51.376268	true	2019-02-07 13:02:09.030
517.180917	53.636591	true	2019-02-07 13:02:09.040
519.08594	56.259641	true	2019-02-07 13:02:09.051
519.944908	60.210365	true	2019-02-07 13:02:09.063
520.080116	60.714213	true	2019-02-07 13:02:09.073
520.201689	61.833672	true	2019-02-07 13:02:09.084
520.763917	60.595054	true	2019-02-07 13:02:09.095
520.431349	60.428993	true	2019-02-07 13:02:09.106
521.121286	60.396852	true	2019-02-07 13:02:09.116
521.352273	60.691532	true	2019-02-07 13:02:09.129
521.743899	60.197372	true	2019-02-07 13:02:09.139
521.976881	59.521819	true	2019-02-07 13:02:09.149
525.959996	59.82535	true	2019-02-07 13:02:09.163
526.616639	60.216604	true	2019-02-07 13:02:09.172
526.810551	60.309013	true	2019-02-07 13:02:09.182
526.196771	61.406641	true	2019-02-07 13:02:09.195
525.454298	59.989986	true	2019-02-07 13:02:09.206
525.018246	59.001127	true	2019-02-07 13:02:09.217
525.198165	59.457128	true	2019-02-07 13:02:09.229
524.990631	58.542413	true	2019-02-07 13:02:09.240
524.993344	58.538215	true	2019-02-07 13:02:09.249
525.292724	58.120806	true	2019-02-07 13:02:09.263
528.697889	56.550762	true	2019-02-07 13:02:09.272
529.07507	56.338155	true	2019-02-07 13:02:09.283
529.215361	55.602998	true	2019-02-07 13:02:09.296
363.045045	107.024195	false	2019-02-07 13:02:09.306
299.712917	126.85745	false	2019-02-07 13:02:09.316
77.335047	148.365609	false	2019-02-07 13:02:09.329
70.182696	148.711998	true	2019-02-07 13:02:09.340
66.176569	149.057992	true	2019-02-07 13:02:09.349
70.963308	136.436644	true	2019-02-07 13:02:09.363
67.590933	135.646219	true	2019-02-07 13:02:09.373
64.519559	134.997078	true	2019-02-07 13:02:09.384
76.00165	109.288774	true	2019-02-07 13:02:09.399
72.518168	102.373655	true	2019-02-07 13:02:09.407
72.736673	100.26421	true	2019-02-07 13:02:09.416
66.589251	105.419552	true	2019-02-07 13:02:09.432
72.071461	96.112679	false	2019-02-07 13:02:09.440
72.270865	95.795262	true	2019-02-07 13:02:09.450
77.06267	98.990766	true	2019-02-07 13:02:09.465
80.655776	91.750836	true	2019-02-07 13:02:09.473
80.659873	89.607247	true	2019-02-07 13:02:09.483
