517.3267	151.4403	false	2018-01-19 16:53:58.627
539.1355	161.8319	false	2018-01-19 16:53:58.661
536.0048	130.0143	false	2018-01-19 16:53:58.694
546.4393	119.7009	false	2018-01-19 16:53:58.727
545.3495	109.909	false	2018-01-19 16:53:58.761
517.2698	95.8318	false	2018-01-19 16:53:58.794
678.9922	126.3952	false	2018-01-19 16:53:58.827
670.7288	182.8784	false	2018-01-19 16:53:58.861
650.6989	73.7356	true	2018-01-19 16:53:58.894
648.689	131.081	true	2018-01-19 16:53:58.927
666.9279	149.5817	true	2018-01-19 16:53:58.960
610.4811	123.5084	true	2018-01-19 16:53:58.995
643.0559	152.8727	true	2018-01-19 16:53:59.027
667.8386	156.0791	true	2018-01-19 16:53:59.060
679.0409	138.1904	true	2018-01-19 16:53:59.094
652.8978	149.2449	true	2018-01-19 16:53:59.127
701.2686	128.0919	true	2018-01-19 16:53:59.161
672.0338	112.2499	true	2018-01-19 16:53:59.194
678.402	148.9795	true	2018-01-19 16:53:59.227
652.7531	147.2455	true	2018-01-19 16:53:59.261
622.2999	157.8363	true	2018-01-19 16:53:59.294
674.8778	155.0381	true	2018-01-19 16:53:59.327
692.2724	177.1878	true	2018-01-19 16:53:59.360
669.199	166.3267	true	2018-01-19 16:53:59.393
712.3291	175.864	true	2018-01-19 16:53:59.427
674.6344	185.83	true	2018-01-19 16:53:59.460
665.5382	167.2065	true	2018-01-19 16:53:59.493
652.4838	120.5695	true	2018-01-19 16:53:59.527
630.4213	140.0496	true	2018-01-19 16:53:59.560
687.4084	147.5625	true	2018-01-19 16:53:59.593
667.3232	166.9295	true	2018-01-19 16:53:59.626
667.5496	147.173	true	2018-01-19 16:53:59.660
666.0159	147.4459	true	2018-01-19 16:53:59.698
670.1464	156.6449	true	2018-01-19 16:53:59.726
683.0089	175.5083	true	2018-01-19 16:53:59.760
664.4813	150.1489	true	2018-01-19 16:53:59.793
664.9957	113.8802	true	2018-01-19 16:53:59.827
655.3749	175.3479	true	2018-01-19 16:53:59.861
647.3054	182.1207	true	2018-01-19 16:53:59.893
745.7129	185.1908	true	2018-01-19 16:53:59.941
662.2212	204.1915	true	2018-01-19 16:53:59.960
680.9095	176.3008	true	2018-01-19 16:53:59.993
686.3997	168.9621	true	2018-01-19 16:54:00.026
651.5432	163.6636	true	2018-01-19 16:54:00.060
532.6781	57.4149	true	2018-01-19 16:54:00.093
733.3099	122.9403	true	2018-01-19 16:54:00.127
475.1579	32.5088	true	2018-01-19 16:54:00.159
651.7188	220.9236	true	2018-01-19 16:54:00.193
632.0787	129.6763	true	2018-01-19 16:54:00.226
476.6626	-30.8036	true	2018-01-19 16:54:00.259
398.0327	-21.647	false	2018-01-19 16:54:00.293
312.2215	30.2416	false	2018-01-19 16:54:00.326
380.8307	71.8586	false	2018-01-19 16:54:00.359
496.9007	167.6117	false	2018-01-19 16:54:00.392
536.9503	124.4185	false	2018-01-19 16:54:00.426
467.8181	128.4482	false	2018-01-19 16:54:00.461
487.676	198.5262	false	2018-01-19 16:54:00.493
537.6022	153.6822	false	2018-01-19 16:54:00.526
576.5023	70.4572	false	2018-01-19 16:54:00.559
576.8026	144.9885	false	2018-01-19 16:54:00.593
496.0117	115.1113	true	2018-01-19 16:54:00.729
552.3442	137.8983	false	2018-01-19 16:54:00.648
572.9622	135.9148	true	2018-01-19 16:54:00.693
584.8215	100.9955	false	2018-01-19 16:54:00.687
570.0951	141.7531	true	2018-01-19 16:54:00.760
508.7171	115.243	true	2018-01-19 16:54:00.801
589.064	87.8024	true	2018-01-19 16:54:00.826
550.1343	102.4589	true	2018-01-19 16:54:00.859
536.2935	118.9775	true	2018-01-19 16:54:00.892
554.0222	141.0743	true	2018-01-19 16:54:00.928
614.2151	125.0229	true	2018-01-19 16:54:00.959
602.5914	144.8916	true	2018-01-19 16:54:00.992
555.9899	142.03	true	2018-01-19 16:54:01.025
544.1122	129.5615	true	2018-01-19 16:54:01.059
581.1665	142.042	true	2018-01-19 16:54:01.092
562.3943	120.2165	true	2018-01-19 16:54:01.125
573.271	117.5439	true	2018-01-19 16:54:01.159
494.7375	194.9173	true	2018-01-19 16:54:01.192
504.5204	225.2765	true	2018-01-19 16:54:01.225
526.1496	157.7403	true	2018-01-19 16:54:01.259
513.249	162.0902	true	2018-01-19 16:54:01.292
499.3286	169.6945	true	2018-01-19 16:54:01.325
513.5598	186.0301	true	2018-01-19 16:54:01.362
528.8984	162.296	true	2018-01-19 16:54:01.392
495.5922	135.7521	true	2018-01-19 16:54:01.426
504.9823	178.4595	true	2018-01-19 16:54:01.459
518.3483	164.7525	true	2018-01-19 16:54:01.492
499.5222	169.5408	true	2018-01-19 16:54:01.525
506.9454	196.636	true	2018-01-19 16:54:01.558
537.5635	185.9375	true	2018-01-19 16:54:01.592
513.1726	205.0098	true	2018-01-19 16:54:01.625
523.2181	145.0959	true	2018-01-19 16:54:01.669
486.877	179.7491	true	2018-01-19 16:54:01.692
499.7735	162.4471	true	2018-01-19 16:54:01.725
502.0608	166.496	true	2018-01-19 16:54:01.758
534.2407	166.4452	true	2018-01-19 16:54:01.791
533.6467	184.3898	true	2018-01-19 16:54:01.825
505.9456	118.5005	true	2018-01-19 16:54:01.858
0.0	0.0	false	2018-01-19 16:54:01.891
0.0	0.0	false	2018-01-19 16:54:01.925
0.0	0.0	false	2018-01-19 16:54:01.959
270.643	289.4424	true	2018-01-19 16:54:01.992
395.6132	176.1539	true	2018-01-19 16:54:02.025
379.0648	190.9684	true	2018-01-19 16:54:02.058
